County,FileNumber,Measure Names,ProviderName,Measure Values
PASCO,100211,Bed Census,ADVENTHEALTH DADE CITY,74
PASCO,100211,Available,ADVENTHEALTH DADE CITY,22
PASCO,100211,Available Capacity,ADVENTHEALTH DADE CITY,0.229166667
PASCO,100211,Total Staffed Bed Capacity,ADVENTHEALTH DADE CITY,96
PASCO,100256,Bed Census,REGIONAL MEDICAL CENTER BAYONET POINT,272
PASCO,100256,Available,REGIONAL MEDICAL CENTER BAYONET POINT,18
PASCO,100256,Available Capacity,REGIONAL MEDICAL CENTER BAYONET POINT,0.062068966
PASCO,100256,Total Staffed Bed Capacity,REGIONAL MEDICAL CENTER BAYONET POINT,290
PASCO,23960082,Bed Census,ADVENTHEALTH CONNERTON,54
PASCO,23960082,Available,ADVENTHEALTH CONNERTON,11
PASCO,23960082,Available Capacity,ADVENTHEALTH CONNERTON,0.169230769
PASCO,23960082,Total Staffed Bed Capacity,ADVENTHEALTH CONNERTON,65
PASCO,23960099,Bed Census,ADVENTHEALTH WESLEY CHAPEL,129
PASCO,23960099,Available,ADVENTHEALTH WESLEY CHAPEL,0
PASCO,23960099,Available Capacity,ADVENTHEALTH WESLEY CHAPEL,0
PASCO,23960099,Total Staffed Bed Capacity,ADVENTHEALTH WESLEY CHAPEL,129
PASCO,23960102,Bed Census,MORTON PLANT NORTH BAY HOSPITAL RECOVERY CENTER,53
PASCO,23960102,Available,MORTON PLANT NORTH BAY HOSPITAL RECOVERY CENTER,8
PASCO,23960102,Available Capacity,MORTON PLANT NORTH BAY HOSPITAL RECOVERY CENTER,0.131147541
PASCO,23960102,Total Staffed Bed Capacity,MORTON PLANT NORTH BAY HOSPITAL RECOVERY CENTER,61
PASCO,23960110,Bed Census,MEDICAL CENTER OF TRINITY WEST PASCO CAMPUS,36
PASCO,23960110,Available,MEDICAL CENTER OF TRINITY WEST PASCO CAMPUS,26
PASCO,23960110,Available Capacity,MEDICAL CENTER OF TRINITY WEST PASCO CAMPUS,0.419354839
PASCO,23960110,Total Staffed Bed Capacity,MEDICAL CENTER OF TRINITY WEST PASCO CAMPUS,62
PASCO,23960114,Bed Census,NORTH TAMPA BEHAVIORAL HEALTH,76
PASCO,23960114,Available,NORTH TAMPA BEHAVIORAL HEALTH,50
PASCO,23960114,Available Capacity,NORTH TAMPA BEHAVIORAL HEALTH,0.396825397
PASCO,23960114,Total Staffed Bed Capacity,NORTH TAMPA BEHAVIORAL HEALTH,126
PINELLAS,100015,Bed Census,LARGO MEDICAL CENTER - INDIAN ROCKS,76
PINELLAS,100015,Available,LARGO MEDICAL CENTER - INDIAN ROCKS,31
PINELLAS,100015,Available Capacity,LARGO MEDICAL CENTER - INDIAN ROCKS,0.289719626
PINELLAS,100015,Total Staffed Bed Capacity,LARGO MEDICAL CENTER - INDIAN ROCKS,107
PINELLAS,100032,Bed Census,BAYFRONT HEALTH ST PETERSBURG,488
PINELLAS,100032,Available,BAYFRONT HEALTH ST PETERSBURG,340
PINELLAS,100032,Available Capacity,BAYFRONT HEALTH ST PETERSBURG,0.410628019
PINELLAS,100032,Total Staffed Bed Capacity,BAYFRONT HEALTH ST PETERSBURG,828
PINELLAS,100043,Bed Census,MEASE DUNEDIN HOSPITAL,114
PINELLAS,100043,Available,MEASE DUNEDIN HOSPITAL,44
PINELLAS,100043,Available Capacity,MEASE DUNEDIN HOSPITAL,0.278481013
PINELLAS,100043,Total Staffed Bed Capacity,MEASE DUNEDIN HOSPITAL,158
PINELLAS,100055,Bed Census,ADVENTHEALTH NORTH PINELLAS,105
PINELLAS,100055,Available,ADVENTHEALTH NORTH PINELLAS,18
PINELLAS,100055,Available Capacity,ADVENTHEALTH NORTH PINELLAS,0.146341463
PINELLAS,100055,Total Staffed Bed Capacity,ADVENTHEALTH NORTH PINELLAS,123
PINELLAS,100067,Bed Census,ST ANTHONYS HOSPITAL,351
PINELLAS,100067,Available,ST ANTHONYS HOSPITAL,25
PINELLAS,100067,Available Capacity,ST ANTHONYS HOSPITAL,0.066489362
PINELLAS,100067,Total Staffed Bed Capacity,ST ANTHONYS HOSPITAL,376
PINELLAS,100126,Bed Census,PALMS OF PASADENA HOSPITAL,58
PINELLAS,100126,Available,PALMS OF PASADENA HOSPITAL,198
PINELLAS,100126,Available Capacity,PALMS OF PASADENA HOSPITAL,0.7734375
PINELLAS,100126,Total Staffed Bed Capacity,PALMS OF PASADENA HOSPITAL,256
PINELLAS,100127,Bed Census,MORTON PLANT HOSPITAL,382
PINELLAS,100127,Available,MORTON PLANT HOSPITAL,89
PINELLAS,100127,Available Capacity,MORTON PLANT HOSPITAL,0.188959660
PINELLAS,100127,Total Staffed Bed Capacity,MORTON PLANT HOSPITAL,471
PINELLAS,100180,Bed Census,ST PETERSBURG GENERAL HOSPITAL,83
PINELLAS,100180,Available,ST PETERSBURG GENERAL HOSPITAL,36
PINELLAS,100180,Available Capacity,ST PETERSBURG GENERAL HOSPITAL,0.302521008
PINELLAS,100180,Total Staffed Bed Capacity,ST PETERSBURG GENERAL HOSPITAL,119
PINELLAS,100238,Bed Census,NORTHSIDE HOSPITAL,146
PINELLAS,100238,Available,NORTHSIDE HOSPITAL,0
PINELLAS,100238,Available Capacity,NORTHSIDE HOSPITAL,0
PINELLAS,100238,Total Staffed Bed Capacity,NORTHSIDE HOSPITAL,146
PINELLAS,100248,Bed Census,LARGO MEDICAL CENTER,239
PINELLAS,100248,Available,LARGO MEDICAL CENTER,59
PINELLAS,100248,Available Capacity,LARGO MEDICAL CENTER,0.197986577
PINELLAS,100248,Total Staffed Bed Capacity,LARGO MEDICAL CENTER,298
PINELLAS,100250,Bed Census,JOHNS HOPKINS ALL CHILDREN'S HOSPITAL,168
PINELLAS,100250,Available,JOHNS HOPKINS ALL CHILDREN'S HOSPITAL,36
PINELLAS,100250,Available Capacity,JOHNS HOPKINS ALL CHILDREN'S HOSPITAL,0.176470588
PINELLAS,100250,Total Staffed Bed Capacity,JOHNS HOPKINS ALL CHILDREN'S HOSPITAL,204
PINELLAS,104017,Bed Census,WINDMOOR HEALTHCARE OF CLEARWATER,55
PINELLAS,104017,Available,WINDMOOR HEALTHCARE OF CLEARWATER,51
PINELLAS,104017,Available Capacity,WINDMOOR HEALTHCARE OF CLEARWATER,0.481132075
PINELLAS,104017,Total Staffed Bed Capacity,WINDMOOR HEALTHCARE OF CLEARWATER,106
PINELLAS,110001,Bed Census,MEASE COUNTRYSIDE HOSPITAL,207
PINELLAS,110001,Available,MEASE COUNTRYSIDE HOSPITAL,73
PINELLAS,110001,Available Capacity,MEASE COUNTRYSIDE HOSPITAL,0.260714286
PINELLAS,110001,Total Staffed Bed Capacity,MEASE COUNTRYSIDE HOSPITAL,280
PINELLAS,110045,Bed Census,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF LARGO,62
PINELLAS,110045,Available,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF LARGO,5
PINELLAS,110045,Available Capacity,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF LARGO,0.074626866
PINELLAS,110045,Total Staffed Bed Capacity,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF LARGO,67
PINELLAS,23960011,Bed Census,KINDRED HOSPITAL-BAY AREA-ST PETERSBURG,46
PINELLAS,23960011,Available,KINDRED HOSPITAL-BAY AREA-ST PETERSBURG,38
PINELLAS,23960011,Available Capacity,KINDRED HOSPITAL-BAY AREA-ST PETERSBURG,0.452380952
PINELLAS,23960011,Total Staffed Bed Capacity,KINDRED HOSPITAL-BAY AREA-ST PETERSBURG,84
PINELLAS,23960085,Bed Census,BAYCARE ALLIANT HOSPITAL,26
PINELLAS,23960085,Available,BAYCARE ALLIANT HOSPITAL,22
PINELLAS,23960085,Available Capacity,BAYCARE ALLIANT HOSPITAL,0.458333333
PINELLAS,23960085,Total Staffed Bed Capacity,BAYCARE ALLIANT HOSPITAL,48
POLK,100052,Bed Census,WINTER HAVEN HOSPITAL,302
POLK,100052,Available,WINTER HAVEN HOSPITAL,6
POLK,100052,Available Capacity,WINTER HAVEN HOSPITAL,0.019480519
POLK,100052,Total Staffed Bed Capacity,WINTER HAVEN HOSPITAL,308
POLK,100099,Bed Census,ADVENTHEALTH LAKE WALES,50
POLK,100099,Available,ADVENTHEALTH LAKE WALES,110
POLK,100099,Available Capacity,ADVENTHEALTH LAKE WALES,0.6875
POLK,100099,Total Staffed Bed Capacity,ADVENTHEALTH LAKE WALES,160
POLK,100121,Bed Census,BARTOW REGIONAL MEDICAL CENTER,41
POLK,100121,Available,BARTOW REGIONAL MEDICAL CENTER,6
POLK,100121,Available Capacity,BARTOW REGIONAL MEDICAL CENTER,0.127659574
POLK,100121,Total Staffed Bed Capacity,BARTOW REGIONAL MEDICAL CENTER,47
POLK,100137,Bed Census,ADVENTHEALTH HEART OF FLORIDA,120
POLK,100137,Available,ADVENTHEALTH HEART OF FLORIDA,71
POLK,100137,Available Capacity,ADVENTHEALTH HEART OF FLORIDA,0.371727749
POLK,100137,Total Staffed Bed Capacity,ADVENTHEALTH HEART OF FLORIDA,191
POLK,100157,Bed Census,LAKELAND REGIONAL MEDICAL CENTER,739
POLK,100157,Available,LAKELAND REGIONAL MEDICAL CENTER,145
POLK,100157,Available Capacity,LAKELAND REGIONAL MEDICAL CENTER,0.164027149
POLK,100157,Total Staffed Bed Capacity,LAKELAND REGIONAL MEDICAL CENTER,884
POLK,120010,Bed Census,WINTER HAVEN WOMEN'S HOSPITAL,63
POLK,120010,Available,WINTER HAVEN WOMEN'S HOSPITAL,0
POLK,120010,Available Capacity,WINTER HAVEN WOMEN'S HOSPITAL,0
POLK,120010,Total Staffed Bed Capacity,WINTER HAVEN WOMEN'S HOSPITAL,63
PUTNAM,100232,Bed Census,PUTNAM COMMUNITY MEDICAL CENTER,61
PUTNAM,100232,Available,PUTNAM COMMUNITY MEDICAL CENTER,23
PUTNAM,100232,Available Capacity,PUTNAM COMMUNITY MEDICAL CENTER,0.273809524
PUTNAM,100232,Total Staffed Bed Capacity,PUTNAM COMMUNITY MEDICAL CENTER,84
SANTA ROSA,100048,Bed Census,JAY HOSPITAL,10
SANTA ROSA,100048,Available,JAY HOSPITAL,11
SANTA ROSA,100048,Available Capacity,JAY HOSPITAL,0.523809524
SANTA ROSA,100048,Total Staffed Bed Capacity,JAY HOSPITAL,21
SANTA ROSA,100124,Bed Census,SANTA ROSA MEDICAL CENTER,58
SANTA ROSA,100124,Available,SANTA ROSA MEDICAL CENTER,85
SANTA ROSA,100124,Available Capacity,SANTA ROSA MEDICAL CENTER,0.594405594
SANTA ROSA,100124,Total Staffed Bed Capacity,SANTA ROSA MEDICAL CENTER,143
SANTA ROSA,104027,Bed Census,WEST FLORIDA COMMUNITY CARE CENTER,3
SANTA ROSA,104027,Available,WEST FLORIDA COMMUNITY CARE CENTER,97
SANTA ROSA,104027,Available Capacity,WEST FLORIDA COMMUNITY CARE CENTER,0.97
SANTA ROSA,104027,Total Staffed Bed Capacity,WEST FLORIDA COMMUNITY CARE CENTER,100
SANTA ROSA,110003,Bed Census,GULF BREEZE HOSPITAL,65
SANTA ROSA,110003,Available,GULF BREEZE HOSPITAL,21
SANTA ROSA,110003,Available Capacity,GULF BREEZE HOSPITAL,0.244186047
SANTA ROSA,110003,Total Staffed Bed Capacity,GULF BREEZE HOSPITAL,86
SARASOTA,100070,Bed Census,VENICE REGIONAL BAYFRONT HEALTH,128
SARASOTA,100070,Available,VENICE REGIONAL BAYFRONT HEALTH,160
SARASOTA,100070,Available Capacity,VENICE REGIONAL BAYFRONT HEALTH,0.555555556
SARASOTA,100070,Total Staffed Bed Capacity,VENICE REGIONAL BAYFRONT HEALTH,288
SARASOTA,100087,Bed Census,SARASOTA MEMORIAL HOSPITAL,627
SARASOTA,100087,Available,SARASOTA MEMORIAL HOSPITAL,38
SARASOTA,100087,Available Capacity,SARASOTA MEMORIAL HOSPITAL,0.057142857
SARASOTA,100087,Total Staffed Bed Capacity,SARASOTA MEMORIAL HOSPITAL,665
SARASOTA,100166,Bed Census,DOCTORS HOSPITAL OF SARASOTA,105
SARASOTA,100166,Available,DOCTORS HOSPITAL OF SARASOTA,38
SARASOTA,100166,Available Capacity,DOCTORS HOSPITAL OF SARASOTA,0.265734266
SARASOTA,100166,Total Staffed Bed Capacity,DOCTORS HOSPITAL OF SARASOTA,143
SARASOTA,110004,Bed Census,ENGLEWOOD COMMUNITY HOSPITAL,27
SARASOTA,110004,Available,ENGLEWOOD COMMUNITY HOSPITAL,25
SARASOTA,110004,Available Capacity,ENGLEWOOD COMMUNITY HOSPITAL,0.480769231
SARASOTA,110004,Total Staffed Bed Capacity,ENGLEWOOD COMMUNITY HOSPITAL,52
SARASOTA,110013,Bed Census,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF SARASOTA,74
SARASOTA,110013,Available,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF SARASOTA,16
SARASOTA,110013,Available Capacity,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF SARASOTA,0.177777778
SARASOTA,110013,Total Staffed Bed Capacity,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF SARASOTA,90
SARASOTA,23960049,Bed Census,PAM SPECIALTY HOSPITAL OF SARASOTA,30
SARASOTA,23960049,Available,PAM SPECIALTY HOSPITAL OF SARASOTA,10
SARASOTA,23960049,Available Capacity,PAM SPECIALTY HOSPITAL OF SARASOTA,0.25
SARASOTA,23960049,Total Staffed Bed Capacity,PAM SPECIALTY HOSPITAL OF SARASOTA,40
SEMINOLE,100161,Bed Census,CENTRAL FLORIDA REGIONAL HOSPITAL,184
SEMINOLE,100161,Available,CENTRAL FLORIDA REGIONAL HOSPITAL,24
SEMINOLE,100161,Available Capacity,CENTRAL FLORIDA REGIONAL HOSPITAL,0.115384615
SEMINOLE,100161,Total Staffed Bed Capacity,CENTRAL FLORIDA REGIONAL HOSPITAL,208
SEMINOLE,100263,Bed Census,ORLANDO HEALTH SOUTH SEMINOLE HOSPITAL,163
SEMINOLE,100263,Available,ORLANDO HEALTH SOUTH SEMINOLE HOSPITAL,29
SEMINOLE,100263,Available Capacity,ORLANDO HEALTH SOUTH SEMINOLE HOSPITAL,0.151041667
SEMINOLE,100263,Total Staffed Bed Capacity,ORLANDO HEALTH SOUTH SEMINOLE HOSPITAL,192
SEMINOLE,120004,Bed Census,ADVENTHEALTH ALTAMONTE SPRINGS,303
SEMINOLE,120004,Available,ADVENTHEALTH ALTAMONTE SPRINGS,90
SEMINOLE,120004,Available Capacity,ADVENTHEALTH ALTAMONTE SPRINGS,0.229007634
SEMINOLE,120004,Total Staffed Bed Capacity,ADVENTHEALTH ALTAMONTE SPRINGS,393
SEMINOLE,23960115,Bed Census,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF ALTAMONTE SPRINGS,59
SEMINOLE,23960115,Available,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF ALTAMONTE SPRINGS,1
SEMINOLE,23960115,Available Capacity,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF ALTAMONTE SPRINGS,0.016666667
SEMINOLE,23960115,Total Staffed Bed Capacity,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF ALTAMONTE SPRINGS,60
SEMINOLE,23960121,Bed Census,OVIEDO MEDICAL CENTER,53
SEMINOLE,23960121,Available,OVIEDO MEDICAL CENTER,11
SEMINOLE,23960121,Available Capacity,OVIEDO MEDICAL CENTER,0.171875
SEMINOLE,23960121,Total Staffed Bed Capacity,OVIEDO MEDICAL CENTER,64
ST. JOHNS,100219,Bed Census,FLAGLER HOSPITAL,209
ST. JOHNS,100219,Available,FLAGLER HOSPITAL,122
ST. JOHNS,100219,Available Capacity,FLAGLER HOSPITAL,0.368580060
ST. JOHNS,100219,Total Staffed Bed Capacity,FLAGLER HOSPITAL,331
ST. LUCIE,100246,Bed Census,LAWNWOOD REGIONAL MEDICAL CENTER & HEART INSTITUTE,328
ST. LUCIE,100246,Available,LAWNWOOD REGIONAL MEDICAL CENTER & HEART INSTITUTE,65
ST. LUCIE,100246,Available Capacity,LAWNWOOD REGIONAL MEDICAL CENTER & HEART INSTITUTE,0.165394402
ST. LUCIE,100246,Total Staffed Bed Capacity,LAWNWOOD REGIONAL MEDICAL CENTER & HEART INSTITUTE,393
ST. LUCIE,100260,Bed Census,ST LUCIE MEDICAL CENTER,152
ST. LUCIE,100260,Available,ST LUCIE MEDICAL CENTER,77
ST. LUCIE,100260,Available Capacity,ST LUCIE MEDICAL CENTER,0.336244541
ST. LUCIE,100260,Total Staffed Bed Capacity,ST LUCIE MEDICAL CENTER,229
ST. LUCIE,110022,Bed Census,PORT ST LUCIE HOSPITAL,73
ST. LUCIE,110022,Available,PORT ST LUCIE HOSPITAL,2
ST. LUCIE,110022,Available Capacity,PORT ST LUCIE HOSPITAL,0.026666667
ST. LUCIE,110022,Total Staffed Bed Capacity,PORT ST LUCIE HOSPITAL,75
ST. LUCIE,23960108,Bed Census,CLEVELAND CLINIC TRADITION HOSPITAL,146
ST. LUCIE,23960108,Available,CLEVELAND CLINIC TRADITION HOSPITAL,31
ST. LUCIE,23960108,Available Capacity,CLEVELAND CLINIC TRADITION HOSPITAL,0.175141243
ST. LUCIE,23960108,Total Staffed Bed Capacity,CLEVELAND CLINIC TRADITION HOSPITAL,177
SUMTER,23960032,Bed Census,UF HEALTH THE VILLAGES HOSPITAL,222
SUMTER,23960032,Available,UF HEALTH THE VILLAGES HOSPITAL,85
SUMTER,23960032,Available Capacity,UF HEALTH THE VILLAGES HOSPITAL,0.276872964
SUMTER,23960032,Total Staffed Bed Capacity,UF HEALTH THE VILLAGES HOSPITAL,307
SUMTER,23960086,Bed Census,SELECT SPECIALTY HOSPITAL-THE VILLAGES INC,38
SUMTER,23960086,Available,SELECT SPECIALTY HOSPITAL-THE VILLAGES INC,2
SUMTER,23960086,Available Capacity,SELECT SPECIALTY HOSPITAL-THE VILLAGES INC,0.05
SUMTER,23960086,Total Staffed Bed Capacity,SELECT SPECIALTY HOSPITAL-THE VILLAGES INC,40
SUWANNEE,100146,Bed Census,LAKE CITY MEDICAL CENTER SUWANNEE CAMPUS,0
SUWANNEE,100146,Available,LAKE CITY MEDICAL CENTER SUWANNEE CAMPUS,0
SUWANNEE,100146,Available Capacity,LAKE CITY MEDICAL CENTER SUWANNEE CAMPUS,
SUWANNEE,100146,Total Staffed Bed Capacity,LAKE CITY MEDICAL CENTER SUWANNEE CAMPUS,0
TAYLOR,100106,Bed Census,DOCTORS' MEMORIAL HOSPITAL,5
TAYLOR,100106,Available,DOCTORS' MEMORIAL HOSPITAL,7
TAYLOR,100106,Available Capacity,DOCTORS' MEMORIAL HOSPITAL,0.583333333
TAYLOR,100106,Total Staffed Bed Capacity,DOCTORS' MEMORIAL HOSPITAL,12
UNION,100241,Bed Census,LAKE BUTLER HOSPITAL,7
UNION,100241,Available,LAKE BUTLER HOSPITAL,18
UNION,100241,Available Capacity,LAKE BUTLER HOSPITAL,0.72
UNION,100241,Total Staffed Bed Capacity,LAKE BUTLER HOSPITAL,25
UNION,110183,Bed Census,RECEPTION AND MEDICAL CENTER HOSPITAL,55
UNION,110183,Available,RECEPTION AND MEDICAL CENTER HOSPITAL,10
UNION,110183,Available Capacity,RECEPTION AND MEDICAL CENTER HOSPITAL,0.153846154
UNION,110183,Total Staffed Bed Capacity,RECEPTION AND MEDICAL CENTER HOSPITAL,65
VOLUSIA,100014,Bed Census,ADVENTHEALTH NEW SMYRNA BEACH,64
VOLUSIA,100014,Available,ADVENTHEALTH NEW SMYRNA BEACH,45
VOLUSIA,100014,Available Capacity,ADVENTHEALTH NEW SMYRNA BEACH,0.412844037
VOLUSIA,100014,Total Staffed Bed Capacity,ADVENTHEALTH NEW SMYRNA BEACH,109
VOLUSIA,100017,Bed Census,HALIFAX HEALTH MEDICAL CENTER,418
VOLUSIA,100017,Available,HALIFAX HEALTH MEDICAL CENTER,157
VOLUSIA,100017,Available Capacity,HALIFAX HEALTH MEDICAL CENTER,0.273043478
VOLUSIA,100017,Total Staffed Bed Capacity,HALIFAX HEALTH MEDICAL CENTER,575
VOLUSIA,100045,Bed Census,ADVENTHEALTH DELAND,122
VOLUSIA,100045,Available,ADVENTHEALTH DELAND,42
VOLUSIA,100045,Available Capacity,ADVENTHEALTH DELAND,0.256097561
VOLUSIA,100045,Total Staffed Bed Capacity,ADVENTHEALTH DELAND,164
VOLUSIA,100072,Bed Census,ADVENTHEALTH FISH MEMORIAL,135
VOLUSIA,100072,Available,ADVENTHEALTH FISH MEMORIAL,45
VOLUSIA,100072,Available Capacity,ADVENTHEALTH FISH MEMORIAL,0.25
VOLUSIA,100072,Total Staffed Bed Capacity,ADVENTHEALTH FISH MEMORIAL,180
VOLUSIA,100169,Bed Census,ADVENTHEALTH DAYTONA BEACH,296
VOLUSIA,100169,Available,ADVENTHEALTH DAYTONA BEACH,99
VOLUSIA,100169,Available Capacity,ADVENTHEALTH DAYTONA BEACH,0.250632911
VOLUSIA,100169,Total Staffed Bed Capacity,ADVENTHEALTH DAYTONA BEACH,395
VOLUSIA,110016,Bed Census,HALIFAX PSYCHIATRIC CENTER-NORTH,20
VOLUSIA,110016,Available,HALIFAX PSYCHIATRIC CENTER-NORTH,44
VOLUSIA,110016,Available Capacity,HALIFAX PSYCHIATRIC CENTER-NORTH,0.6875
VOLUSIA,110016,Total Staffed Bed Capacity,HALIFAX PSYCHIATRIC CENTER-NORTH,64
VOLUSIA,23960051,Bed Census,HALIFAX HEALTH MEDICAL CENTER- PORT ORANGE,53
VOLUSIA,23960051,Available,HALIFAX HEALTH MEDICAL CENTER- PORT ORANGE,20
VOLUSIA,23960051,Available Capacity,HALIFAX HEALTH MEDICAL CENTER- PORT ORANGE,0.273972603
VOLUSIA,23960051,Total Staffed Bed Capacity,HALIFAX HEALTH MEDICAL CENTER- PORT ORANGE,73
VOLUSIA,23960120,Bed Census,SELECT SPECIALTY HOSPITAL - DAYTONA BEACH,25
VOLUSIA,23960120,Available,SELECT SPECIALTY HOSPITAL - DAYTONA BEACH,9
VOLUSIA,23960120,Available Capacity,SELECT SPECIALTY HOSPITAL - DAYTONA BEACH,0.264705882
VOLUSIA,23960120,Total Staffed Bed Capacity,SELECT SPECIALTY HOSPITAL - DAYTONA BEACH,34
VOLUSIA,23960152,Bed Census,HALIFAX HEALTH UF HEALTH MEDICAL CENTER OF DELTONA,17
VOLUSIA,23960152,Available,HALIFAX HEALTH UF HEALTH MEDICAL CENTER OF DELTONA,31
VOLUSIA,23960152,Available Capacity,HALIFAX HEALTH UF HEALTH MEDICAL CENTER OF DELTONA,0.645833333
VOLUSIA,23960152,Total Staffed Bed Capacity,HALIFAX HEALTH UF HEALTH MEDICAL CENTER OF DELTONA,48
WALTON,100081,Bed Census,HEALTHMARK REGIONAL MEDICAL CENTER,3
WALTON,100081,Available,HEALTHMARK REGIONAL MEDICAL CENTER,10
WALTON,100081,Available Capacity,HEALTHMARK REGIONAL MEDICAL CENTER,0.769230769
WALTON,100081,Total Staffed Bed Capacity,HEALTHMARK REGIONAL MEDICAL CENTER,13
WALTON,23960041,Bed Census,ASCENSION SACRED HEART EMERALD COAST,47
WALTON,23960041,Available,ASCENSION SACRED HEART EMERALD COAST,57
WALTON,23960041,Available Capacity,ASCENSION SACRED HEART EMERALD COAST,0.548076923
WALTON,23960041,Total Staffed Bed Capacity,ASCENSION SACRED HEART EMERALD COAST,104
WASHINGTON,100147,Bed Census,NORTHWEST FLORIDA COMMUNITY HOSPITAL,49
WASHINGTON,100147,Available,NORTHWEST FLORIDA COMMUNITY HOSPITAL,10
WASHINGTON,100147,Available Capacity,NORTHWEST FLORIDA COMMUNITY HOSPITAL,0.169491525
WASHINGTON,100147,Total Staffed Bed Capacity,NORTHWEST FLORIDA COMMUNITY HOSPITAL,59
All,All,Bed Census,All,"47,151"
All,All,Available,All,"14,674"
All,All,Available Capacity,All,0.237347351
All,All,Total Staffed Bed Capacity,All,"61,825"
